599.9941;1.419043E-02;9.889943E-04
602.0022;1.453700E-02;1.019985E-03
603.9941;1.497009E-02;1.003404E-03
606.0022;1.388643E-02;9.855373E-04
607.9941;1.403053E-02;9.972990E-04
610.0021;1.399485E-02;1.009366E-03
611.9940;1.347493E-02;9.950759E-04
614.0021;1.391566E-02;9.935585E-04
615.9940;1.426394E-02;9.901585E-04
618.0021;1.450504E-02;9.853937E-04
619.9939;1.470922E-02;9.890859E-04
622.0020;1.492338E-02;9.821817E-04
623.9939;1.613297E-02;9.820865E-04
626.0020;1.777137E-02;9.713940E-04
627.9939;1.965354E-02;9.783807E-04
630.0019;2.450369E-02;9.815090E-04
631.9938;3.282428E-02;9.816846E-04
634.0019;5.278858E-02;9.955927E-04
635.9938;1.001621E-01;1.047231E-03
638.0019;2.492690E-01;1.250945E-03
639.9937;8.000593E-01;1.811359E-03
642.0018;3.372181E+00;3.341259E-03
643.9937;1.220700E+01;5.376584E-03
646.0018;2.611922E+01;6.793102E-03
647.9937;3.400324E+01;7.165948E-03
650.0017;3.512894E+01;7.044921E-03
651.9936;3.444968E+01;6.792581E-03
654.0017;2.943325E+01;5.644073E-03
655.9936;1.728040E+01;4.273435E-03
658.0017;5.836454E+00;3.667802E-03
659.9936;1.425470E+00;2.170247E-03
662.0016;4.059687E-01;1.316943E-03
663.9935;1.525733E-01;1.072206E-03
666.0016;7.157441E-02;9.931406E-04
667.9935;4.170493E-02;9.739388E-04
670.0016;2.858529E-02;9.649793E-04
671.9934;2.147576E-02;9.451699E-04
674.0015;1.798336E-02;9.402605E-04
675.9934;1.594831E-02;9.351089E-04
678.0015;1.494641E-02;9.398239E-04
679.9934;1.374464E-02;9.362575E-04
682.0014;1.328057E-02;9.368198E-04
683.9933;1.283045E-02;9.317262E-04
686.0014;1.269124E-02;9.302417E-04
687.9933;1.208947E-02;9.326295E-04
690.0014;1.204330E-02;9.360034E-04
691.9932;1.177125E-02;9.446525E-04
694.0013;1.189962E-02;9.151274E-04
695.9932;1.188618E-02;9.346524E-04
698.0013;1.215948E-02;9.266103E-04
699.9932;1.184884E-02;9.218749E-04
702.0012;1.200909E-02;9.229803E-04
